80.82.77.202 - - [17/Oct/2025:02:36:11 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x1B\xFB\x96\xD9\x93\xA6\xBD\xFE\xB6&9Q\x00\xA1+\xBB&z1\xBA\xF6\xB3\xB3\xBB\xE6k\xBE^X\x83\xC6\xE2 H\xB5\xE3O\x8ADt\xEC\x8A/\x1B4XT1\xA0\xD9\xCF*\x87&l\xD1\x1C\x93]\xF4W\x0E\xFF@\x9B\x00&\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x09\xC0\x13\xC0" 400 150 "-" "-" "-"
80.82.77.202 - - [17/Oct/2025:02:36:11 +0000] "GET /aab9 HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
80.82.77.202 - - [17/Oct/2025:02:36:17 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x09\x15\xCD\xC3B\x1E\x87\x09\x89\x7Fjn_\x1B\x83\x96~ff\x05\xDF&fm{[\xDAy\xAD\xE5Z{ /*\xA5\x06p\x18B\xA8P\x06F\xF7" 400 150 "-" "-" "-"
80.82.77.202 - - [17/Oct/2025:02:36:17 +0000] "GET /aaa9 HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
80.82.77.202 - - [17/Oct/2025:02:36:18 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03L\x92\x19\xCC\x95\xE4Y\xDB~d\xD3{\x8A[\xF6\xB5\x92\x94\x22\xA4\xAF\xA5P\xBE\xE2:\xC3\xCB\xBDYP\x87 \xDC\xB3N\xE1~`\xEC\xC0\xF8Sk\x8B\xDB\x96\x0CE7\xEC\x152\x01\xFB\xBB\x95&\xDA\x10\x9D\x06ul\xF1\x00&\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x09\xC0\x13\xC0" 400 150 "-" "-" "-"
80.82.77.202 - - [17/Oct/2025:02:36:18 +0000] "GET /aab9 HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
87.121.84.17 - - [17/Oct/2025:02:44:52 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
82.26.247.195 - - [17/Oct/2025:02:59:26 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
82.26.247.195 - - [17/Oct/2025:02:59:26 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
204.76.203.219 - - [17/Oct/2025:03:07:23 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
43.157.156.190 - - [17/Oct/2025:03:15:21 +0000] "GET / HTTP/1.1" 200 400 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
43.155.195.141 - - [17/Oct/2025:03:29:15 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
205.210.31.23 - - [17/Oct/2025:03:29:45 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x80\xB6a\xB1\x7FA\x91f\xE2\xDE\xFDi1CP\xCCi\x89\x14\xB0\x8C\x89;8v9" 400 150 "-" "-" "-"
205.210.31.23 - - [17/Oct/2025:03:29:45 +0000] "\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\x9D9B\x09\x9C>\xDC\x88\xE1x\x06\x99\x92\xC9w\x1C2h\x8E\x5C\x1D\xBB\xB2\x10\xBB\x81\xE6O\x89\x85\xD5\xB8\x00\x00h\xCC\x14\xCC\x13\xC0/\xC0+\xC00\xC0,\xC0\x11\xC0\x07\xC0'\xC0#\xC0\x13\xC0\x09\xC0(\xC0$\xC0\x14\xC0" 400 150 "-" "-" "-"
205.210.31.66 - - [17/Oct/2025:03:36:39 +0000] "GET / HTTP/1.0" 400 143 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity" "-"
20.65.195.23 - - [17/Oct/2025:04:03:12 +0000] "GET /manager/text/list HTTP/1.1" 400 154 "-" "Mozilla/5.0 zgrab/0.x" "-"
172.237.126.227 - - [17/Oct/2025:04:18:48 +0000] "\x16\x03\x01\x02\x00\x01\x00\x01\xFC\x03\x03\xCAT\x10\xCC\xB8\xF2\x82Q\xAFN\xB7k\x91\xD6,#\xADG\xDAN\xA5\xEDGZ\xE0%\xD6\x1D:N=~ 0\xE9\xD1\x90NN\xCC\x7F|\x11\x0CVgT\x86\xA06\xA3S\xDDT\xF3\xF6?d8\x99\x07\x8D\xFE\xA2i\x00>\x13\x02\x13\x03\x13\x01\xC0,\xC00\x00\x9F\xCC\xA9\xCC\xA8\xCC\xAA\xC0+\xC0/\x00\x9E\xC0$\xC0(\x00k\xC0#\xC0'\x00g\xC0" 400 150 "-" "-" "-"
172.237.126.227 - - [17/Oct/2025:04:18:49 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0" "-"
204.76.203.219 - - [17/Oct/2025:04:39:53 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
87.121.84.17 - - [17/Oct/2025:04:40:35 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
135.237.125.237 - - [17/Oct/2025:04:42:31 +0000] "GET /hudson HTTP/1.1" 400 154 "-" "Mozilla/5.0 zgrab/0.x" "-"
185.242.226.110 - - [17/Oct/2025:04:43:49 +0000] "\x16\x03\x01\x00\x8A\x01\x00\x00\x86\x03\x03\x00A\x85\x17\x05)R\xB7\xD4\x99" 400 150 "-" "-" "-"
101.33.81.73 - - [17/Oct/2025:04:45:07 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
45.79.199.151 - - [17/Oct/2025:05:01:05 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36" "-"
138.199.10.14 - - [17/Oct/2025:05:04:09 +0000] "HEAD / HTTP/1.0" 400 0 "-" "xfox-scan/1.0" "-"
204.76.203.219 - - [17/Oct/2025:05:29:51 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
204.76.203.212 - - [17/Oct/2025:05:31:11 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
103.164.81.30 - - [17/Oct/2025:05:36:46 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36" "-"
93.174.93.12 - - [17/Oct/2025:05:44:14 +0000] "GET / HTTP/1.0" 400 143 "-" "Mozilla/5.0 (iPad; CPU OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1" "-"
45.67.0.26 - - [17/Oct/2025:05:51:32 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
45.67.0.26 - - [17/Oct/2025:05:51:33 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
87.121.84.17 - - [17/Oct/2025:06:14:56 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
205.210.31.23 - - [17/Oct/2025:07:05:31 +0000] "\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\xD1aj'\xEAos \x0E\x9C\xA1\xF0)\x82=\xCF\xF0Y#\x86\x12\x05\x5C\xD4\xC5\xFF9\xEA?\x9A\x05J\x00\x00h\xCC\x14\xCC\x13\xC0/\xC0+\xC00\xC0,\xC0\x11\xC0\x07\xC0'\xC0#\xC0\x13\xC0\x09\xC0(\xC0$\xC0\x14\xC0" 400 150 "-" "-" "-"
205.210.31.23 - - [17/Oct/2025:07:05:31 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x0F\x9F\xE7c\x83\xDC\xB6X\x1Ef\x18\x1E8\xAD\xFE\x16\xFE\xB6\x03\xF8}\xBB\xCE\xB4\x9B]\xB8\x9Ca\x97\xB9\x83 \x09\xBC\xE1\xB2\xE3\xF8Z\x9C\x1A\xF5\x02\xAD~?f\xCF\xE5\x91\x0B\x12\x1A\x9Dw\xB5\xA4R\xE9\x1D#\xB1$\xE1\x00&\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x09\xC0\x13\xC0" 400 150 "-" "-" "-"
204.76.203.219 - - [17/Oct/2025:07:29:55 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
91.123.10.117 - - [17/Oct/2025:07:36:39 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
91.123.10.117 - - [17/Oct/2025:07:36:41 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
87.121.84.17 - - [17/Oct/2025:08:12:49 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
43.159.152.4 - - [17/Oct/2025:08:22:41 +0000] "GET / HTTP/1.1" 200 400 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
206.168.34.192 - - [17/Oct/2025:08:26:27 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
206.168.34.192 - - [17/Oct/2025:08:26:29 +0000] "PRI * HTTP/2.0" 400 150 "-" "-" "-"
206.168.34.192 - - [17/Oct/2025:08:26:37 +0000] "PRI * HTTP/2.0" 400 150 "-" "-" "-"
206.168.34.192 - - [17/Oct/2025:08:26:38 +0000] "GET /login HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
204.76.203.212 - - [17/Oct/2025:08:40:01 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
195.96.129.4 - - [17/Oct/2025:08:52:58 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0" "-"
204.76.203.219 - - [17/Oct/2025:09:13:33 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
138.199.10.14 - - [17/Oct/2025:09:14:00 +0000] "HEAD / HTTP/1.0" 400 0 "-" "xfox-scan/1.0" "-"
167.94.138.182 - - [17/Oct/2025:09:57:20 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
167.94.138.182 - - [17/Oct/2025:09:57:23 +0000] "PRI * HTTP/2.0" 400 150 "-" "-" "-"
167.94.138.182 - - [17/Oct/2025:09:57:28 +0000] "PRI * HTTP/2.0" 400 150 "-" "-" "-"
167.94.138.182 - - [17/Oct/2025:09:57:28 +0000] "GET /login HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
140.99.206.17 - - [17/Oct/2025:10:16:35 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
140.99.206.17 - - [17/Oct/2025:10:16:35 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
87.121.84.17 - - [17/Oct/2025:10:17:05 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
151.115.88.124 - - [17/Oct/2025:10:46:07 +0000] "GET /robots.txt HTTP/1.0" 400 143 "-" "xfa1" "-"
43.134.141.244 - - [17/Oct/2025:11:11:10 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
204.76.203.219 - - [17/Oct/2025:11:16:51 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
196.251.73.10 - - [17/Oct/2025:11:23:14 +0000] "GET /_profiler/phpinfo HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 7.1.1; SM-J510F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.143 Mobile Safari/537.36" "-"
87.121.84.17 - - [17/Oct/2025:11:37:22 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
43.157.179.227 - - [17/Oct/2025:13:04:49 +0000] "GET / HTTP/1.1" 200 400 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
204.76.203.219 - - [17/Oct/2025:13:21:32 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
87.121.84.17 - - [17/Oct/2025:13:56:47 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
193.25.167.107 - - [17/Oct/2025:14:15:39 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
193.25.167.107 - - [17/Oct/2025:14:15:39 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
20.163.61.136 - - [17/Oct/2025:14:41:00 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 zgrab/0.x" "-"
204.76.203.219 - - [17/Oct/2025:15:10:33 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
87.121.84.17 - - [17/Oct/2025:15:55:10 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
155.254.34.126 - - [17/Oct/2025:16:05:11 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
155.254.34.126 - - [17/Oct/2025:16:05:11 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
102.89.82.58 - - [17/Oct/2025:16:12:45 +0000] "GET /.env HTTP/1.1" 400 154 "-" "python-requests/2.26.0" "-"
102.89.82.58 - - [17/Oct/2025:16:12:46 +0000] "POST / HTTP/1.1" 400 154 "-" "python-requests/2.26.0" "-"
43.130.116.87 - - [17/Oct/2025:16:45:43 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
204.76.203.219 - - [17/Oct/2025:17:17:59 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
173.211.8.184 - - [17/Oct/2025:17:24:37 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
173.211.8.184 - - [17/Oct/2025:17:24:37 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
87.121.84.17 - - [17/Oct/2025:17:46:10 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
45.58.127.135 - - [17/Oct/2025:17:53:28 +0000] "GET /robots.txt HTTP/1.0" 400 143 "-" "xfa1" "-"
204.76.203.212 - - [17/Oct/2025:18:25:06 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
194.163.129.51 - - [17/Oct/2025:18:25:15 +0000] "GET /admin/config.php HTTP/1.0" 400 143 "-" "xfa1" "-"
170.106.72.178 - - [17/Oct/2025:18:27:15 +0000] "GET / HTTP/1.1" 200 400 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
165.154.129.43 - - [17/Oct/2025:18:40:42 +0000] "GET / HTTP/1.1" 400 154 "-" "curl/7.29.0" "-"
165.154.129.43 - - [17/Oct/2025:18:40:43 +0000] "\x16\x03\x01\x00\xF2\x01\x00\x00\xEE\x03\x03O\xDD\xFBow\x07\xEE\xE72\x9C\xC9\x09,$\xB6_\xA5\xF2\xEBk\x94\xB2\x7F-\x90\x0B\xD1\xD1v2\x04W \xE2\xEF\xA13(\x19\xE0\x98\xAF-\xD6\xD3\xBF,Y\x16\x8Bl~\xA0k\x22\x89\xAF\x06\xF0\xBA\xDF\x88\xDDp" 400 150 "-" "-" "-"
165.154.129.43 - - [17/Oct/2025:18:40:43 +0000] "t3 12.1.2" 400 150 "-" "-" "-"
204.76.203.219 - - [17/Oct/2025:19:09:33 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
87.121.84.17 - - [17/Oct/2025:19:21:47 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
195.96.129.4 - - [17/Oct/2025:19:44:02 +0000] "GET /index.htm HTTP/1.1" 400 154 "-" "Mozilla/5.0" "-"
123.253.22.7 - - [17/Oct/2025:20:36:40 +0000] "POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1" 400 150 "-" "-" "-"
123.253.22.7 - - [17/Oct/2025:20:36:41 +0000] "POST /cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1" 400 150 "-" "-" "-"
123.253.22.7 - - [17/Oct/2025:20:36:42 +0000] "POST /hello.world?%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:42 +0000] "POST /?%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:43 +0000] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:43 +0000] "GET /vendor/phpunit/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:43 +0000] "GET /vendor/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:44 +0000] "GET /vendor/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:44 +0000] "GET /vendor/phpunit/phpunit/LICENSE/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:45 +0000] "GET /vendor/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:45 +0000] "GET /phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:46 +0000] "GET /phpunit/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:46 +0000] "GET /phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:47 +0000] "GET /phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:47 +0000] "GET /lib/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:48 +0000] "GET /lib/phpunit/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:48 +0000] "GET /lib/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:49 +0000] "GET /lib/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:49 +0000] "GET /lib/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:50 +0000] "GET /laravel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:50 +0000] "GET /www/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:50 +0000] "GET /ws/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:51 +0000] "GET /yii/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:51 +0000] "GET /zend/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:52 +0000] "GET /ws/ec/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
123.253.22.7 - - [17/Oct/2025:20:36:52 +0000] "GET /V2/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 400 154 "-" "libredtail-http" "-"
